,len,url_count,evil_char,evil_word,shang
4,-0.274877058694418,0,0.7777777777777777,1.0,0.4027178873968153
6,0.25127859059948093,0,1.0,1.0,0.27558653879656253
10,-0.3962975931468562,0,0.7777777777777777,1.0,-0.5075154054916323
11,0.7976709956354529,1,1.0,1.0,0.5430745133527359
13,0.02867427743667755,0,1.0,1.0,0.9146231229832015
14,-0.3962975931468562,0,0.5555555555555556,1.0,0.16945796101572683
20,-0.03203598978954155,0,0.5555555555555556,1.0,0.30982917947543287
23,-0.2344035472102719,0,0.5555555555555556,1.0,0.6346100508790108
25,-0.13321976849990672,0,1.0,1.0,0.6433943604705483
26,-0.4570078603730753,0,1.0,1.0,0.08171964685625643
27,0.3524623693098461,0,0.7777777777777777,1.0,0.6459189816489876
28,-0.2546403029523449,0,0.5555555555555556,0.6666666666666666,0.5524794294837491
29,0.43340939227813824,0,0.7777777777777777,1.0,1.6073049963070527
32,-0.49748137185722136,0,0.7777777777777777,1.0,0.04606876210881185
33,-0.19393003572612583,0,0.8888888888888888,1.0,0.19921420264827175
34,-0.2344035472102719,1,0.6666666666666666,0.6666666666666666,0.7198139129995684
35,0.3119888578257,0,0.5555555555555556,1.0,0.9959137062487781
39,-0.43677110463100227,0,1.0,1.0,0.19414986909430987
40,-0.21416679146819886,0,0.7777777777777777,1.0,0.17425772978384715
41,-0.3558240816627101,0,0.7777777777777777,1.0,0.2556116817279264
42,0.10962130040496969,0,0.7777777777777777,1.0,0.8616929044045178
45,0.04891103317875058,0,1.0,1.0,0.7555591788245927
47,-0.3558240816627101,0,1.0,1.0,-0.10836126445994539
48,-0.21416679146819886,0,1.0,1.0,0.35593505258672403
52,-0.4165343488889292,0,1.0,1.0,0.06975279870300823
53,-0.2546403029523449,0,0.7777777777777777,1.0,0.21666512596631265
54,0.1298580561470427,0,0.7777777777777777,1.0,0.25167788143484016
55,-0.1736932799840528,0,1.0,1.0,0.5960666707773755
56,-0.3558240816627101,0,1.0,1.0,0.448487686979034
57,-0.4570078603730753,0,1.0,1.0,-0.08795494860518518
58,-0.4165343488889292,0,1.0,1.0,0.19649907150376691
60,-0.3962975931468562,0,1.0,1.0,0.07649690943217485
61,-0.1736932799840528,0,1.0,1.0,0.30437600464859105
63,-0.37606083740478313,0,1.0,1.0,0.4192809628558611
64,-0.33558732592063706,0,1.0,1.0,0.21949352764100505
67,-0.274877058694418,0,0.7777777777777777,1.0,0.04383179408215378
68,0.08938454466289665,1,1.0,0.3333333333333333,0.626273735147165
69,0.1298580561470427,1,1.0,0.3333333333333333,0.6581819247063317
70,0.04891103317875058,1,1.0,0.3333333333333333,0.67253021171627
71,0.08938454466289665,1,1.0,0.6666666666666666,0.6945910738160573
75,-0.6998489292779517,1,0.2222222222222222,0.0,-0.4079775776616702
76,-0.07250950127368762,0,0.7777777777777777,1.0,0.3290525468641258
79,-0.05227274553161459,0,1.0,1.0,0.5622411895062756
82,-0.4165343488889292,0,1.0,1.0,0.1807684740399578
84,0.008437521694604516,0,1.0,1.0,0.4633149929847338
86,-0.3558240816627101,0,1.0,1.0,0.14859770430299807
91,2.9225303485531215,0,0.7777777777777777,1.0,1.0964748201228645
93,-0.21416679146819886,0,1.0,1.0,0.649928347705494
94,-0.33558732592063706,0,0.7777777777777777,1.0,0.2748030594460336
96,-0.3962975931468562,0,1.0,1.0,0.1358534801497642
97,-0.03203598978954155,0,1.0,1.0,0.36447015089521884
98,-0.1736932799840528,0,0.7777777777777777,1.0,0.4954738837038356
99,-0.2546403029523449,0,0.5555555555555556,0.6666666666666666,0.5524794294837491
101,-0.07250950127368762,0,0.2222222222222222,1.0,0.7427528763885852
104,-0.5581916390834405,0,0.7777777777777777,1.0,-0.33062662565464407
106,-0.07250950127368762,0,0.7777777777777777,1.0,0.6538081235459486
111,-0.11298301275783369,0,0.8888888888888888,1.0,0.535485824543127
